user_id,total_listens,last_listen,content_variety_score,listening_time_of_day,sessions,returned_within_7_days,listening_days,days_since_last_session,replay_count,creator_followed,engagement_depth,total_plays,age,gender,country,completion_rate,skip_rate,replay_rate,avg_session_duration,episode_duration_minutes,content_type,genre,next_episode_played,liked_content,shared_content,commented,is_premium_content,subscription_status,ad_completion_rate,peak_hour_activity,returned_within_3_days,engaged,engagement_intensity,skip_completion_gap,recency_risk_score,high_skip_user,low_completion_user,listen_completion_ratio,is_power_listener,content_affinity_score,time_of_day_encoded
user_000024,19196,2009-05-03 00:00:00+00:00,1782,night,68.31316725978648,1,281,467,0,0,1,4606,25.0,f,United States,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,20.435562855491682,-1.0,6.148468295917647,0,0,30.0,0,1.2,3
user_000025,2222,2009-04-22 00:00:00+00:00,354,afternoon,35.83870967741935,1,62,478,0,0,1,2721,19.0,,Sweden,1.0,0.0,0.0,128.84516129032258,30,music,music,1,1,0,0,0,free,,0,1,1,9.640176051824929,-1.0,6.171700597410915,0,0,30.0,0,1.2,1
user_000026,45308,2009-06-17 00:00:00+00:00,610,evening,81.78339350180505,1,554,422,0,0,1,1574,22.0,m,Turkey,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,27.06778981147212,-1.0,6.0473721790462776,0,0,30.0,0,1.2,2
user_000028,13284,2009-04-29 00:00:00+00:00,650,evening,24.969924812030076,1,532,471,0,1,2,6872,20.0,m,United Kingdom,0.9857641272838689,0.0,0.0,104.33592793238867,30,music,music,1,1,0,0,0,free,,1,1,1,5.519619228104097,-0.9857641272838689,6.156978985585555,0,0,29.572923818516067,0,1.1914584763703213,2
user_000029,781,2009-04-26 00:00:00+00:00,41,evening,32.541666666666664,1,24,474,0,0,1,1511,,m,United States,0.9479153706206711,0.0,0.0,119.40411223273486,30,music,music,1,1,0,0,0,free,,1,1,1,8.180229092435606,-0.9479153706206711,6.163314804034641,0,0,28.437461118620135,0,1.1687492223724025,2
user_000030,17150,2009-04-30 00:00:00+00:00,396,night,52.76923076923077,1,325,470,3,1,2,9281,,,,1.0,0.0,0.6,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,15.685121672382818,-1.0,6.154858094016418,0,0,30.0,1,1.2,3
user_000031,36315,2009-05-01 00:00:00+00:00,5002,night,79.81318681318682,1,455,469,0,0,1,1774,38.0,,United States,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,23.77414075286416,-1.0,6.152732694704104,0,0,30.0,0,1.2,3
user_000032,5486,2009-05-01 00:00:00+00:00,87,night,18.347826086956523,1,299,469,0,0,1,110,23.0,m,Italy,0.7191111175939174,0.16088888240608257,0.0,78.56788433024889,30,music,music,1,1,0,0,0,free,,1,1,1,3.0671273993862194,-0.5582222351878349,7.142638981698412,0,0,21.573333527817525,0,1.0314666705563504,3
user_000033,91410,2009-05-03 00:00:00+00:00,799,night,104.9483352468427,1,871,467,0,0,1,309,20.0,f,Poland,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,31.3948011422179,-1.0,6.148468295917647,0,0,30.0,0,1.2,3
user_000038,14373,2009-05-04 00:00:00+00:00,347,night,28.919517102615693,1,497,466,3,0,2,14037,29.0,m,Russian Federation,1.0,0.0,0.6,113.62293762575453,30,music,music,1,1,1,0,0,free,,1,1,1,7.036232308174399,-1.0,6.1463292576688975,0,0,30.0,1,1.2,3
user_000039,13999,2009-04-30 00:00:00+00:00,289,afternoon,46.50830564784053,1,301,470,0,0,1,4959,21.0,m,United Kingdom,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,0,1,1,13.82412482101417,-1.0,6.154858094016418,0,0,30.0,0,1.2,1
user_000041,8281,2009-05-21 00:00:00+00:00,1751,night,17.288100208768267,1,479,449,0,0,1,1251,30.0,m,Sweden,0.8460159665939121,0.03398403340608791,0.0,81.5664910562345,30,music,music,1,1,0,0,0,free,,1,1,1,3.133621491239517,-0.8120319331878242,6.316864456703091,0,0,25.380478997817363,0,1.1076095799563472,3
user_000048,647,2009-06-18 00:00:00+00:00,136,afternoon,38.05882352941177,1,17,421,0,1,2,6298,33.0,m,Italy,1.0,0.0,0.0,133.7294117647059,30,music,music,1,1,0,0,0,free,,0,1,1,12.060625789206124,-1.0,6.045005314036012,0,0,30.0,0,1.2,1
user_000049,582,2009-03-01 00:00:00+00:00,240,evening,6.258064516129032,1,93,530,3,1,4,49880,,,,0.982505136720741,0.0,0.6,63.03295767775499,30,music,music,1,1,1,1,0,free,,1,1,1,0.742870651204937,-0.982505136720741,6.274762021241939,0,0,29.47515410162223,1,1.1895030820324446,2
user_000051,10538,2009-05-01 00:00:00+00:00,373,evening,45.422413793103445,1,232,469,0,0,1,564,25.0,f,Brazil,0.9710598979716749,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,13.530080704328684,-0.9710598979716749,6.152732694704104,0,0,29.13179693915025,0,1.182635938783005,2
user_000053,15492,2009-04-22 00:00:00+00:00,4463,night,23.26126126126126,1,666,478,0,0,1,3840,29.0,m,Germany,0.9435094091265923,0.0,0.0,98.80216995809165,30,music,music,1,1,0,0,0,free,,1,1,1,4.798044026252001,-0.9435094091265923,6.171700597410915,0,0,28.30528227379777,0,1.1661056454759553,3
user_000054,84508,2009-06-18 00:00:00+00:00,385,afternoon,79.12734082397004,1,1068,421,0,0,1,961,28.0,m,Brazil,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,0,1,1,26.25077657667253,-1.0,6.045005314036012,0,0,30.0,0,1.2,1
user_000057,1120,2007-06-07 00:00:00+00:00,117,evening,62.22222222222222,1,18,1163,0,0,1,169,17.0,m,United Kingdom,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,7.483772432226041,-1.0,7.059617628291383,0,0,30.0,0,1.2,2
user_000060,24513,2009-01-26 00:00:00+00:00,2189,night,48.54059405940594,1,505,564,3,1,3,15017,22.0,f,United States,1.0,0.0,0.6,140.0,30,music,music,1,1,1,0,0,free,,1,1,1,12.027757820029791,-1.0,6.336825731146441,0,0,30.0,1,1.2,3
user_000064,8386,2009-04-28 00:00:00+00:00,567,afternoon,48.195402298850574,1,174,472,3,1,3,19570,21.0,m,Finland,1.0,0.0,0.6,140.0,30,music,music,1,1,1,0,0,free,,0,1,1,14.265023936234842,-1.0,6.159095388491933,0,0,30.0,1,1.2,1
user_000066,1109,2009-03-27 00:00:00+00:00,269,evening,11.316326530612244,1,98,504,3,0,2,15663,20.0,f,United States,0.9491495792460395,0.0,0.6,72.7602006956806,30,music,music,1,1,1,0,0,free,,1,1,1,1.6304518604063403,-0.9491495792460395,6.22455842927536,0,0,28.474487377381184,1,1.1694897475476236,2
user_000067,51377,2009-05-01 00:00:00+00:00,3307,evening,48.06080449017774,1,1069,469,3,0,2,17233,36.0,m,Canada,1.0,0.0,0.6,140.0,30,music,music,1,1,1,0,0,free,,1,1,1,14.315984316223156,-1.0,6.152732694704104,0,0,30.0,1,1.2,2
user_000068,15232,2009-04-30 00:00:00+00:00,518,afternoon,220.7536231884058,1,69,470,3,1,3,15021,,,,1.0,0.0,0.6,140.0,30,music,music,1,1,1,0,0,free,,0,1,1,65.61678820886796,-1.0,6.154858094016418,0,0,30.0,1,1.2,1
user_000069,37921,2009-04-30 00:00:00+00:00,479,night,40.863146551724135,1,928,470,0,0,1,2227,23.0,m,United States,1.0,0.0,0.0,139.89892241379312,30,music,music,1,1,0,0,0,free,,1,1,1,12.13738889389196,-1.0,6.154858094016418,0,0,30.0,0,1.2,3
user_000070,2947,2009-05-03 00:00:00+00:00,82,morning,23.959349593495936,1,123,467,0,0,1,845,,f,Sweden,0.8644846623393179,0.015515337660682138,0.0,97.01892492394242,30,music,music,1,1,0,0,0,free,,0,1,1,4.966902434696308,-0.8489693246786357,6.243863857624809,0,0,25.934539870179535,0,1.1186907974035907,0
user_000071,3150,2009-04-21 00:00:00+00:00,216,evening,14.583333333333334,1,216,479,0,0,1,2370,7.0,m,Netherlands,0.8649086897335972,0.015091310266402758,0.0,76.40949830214441,30,music,music,1,1,0,0,0,free,,1,1,1,2.3214691324436236,-0.8498173794671945,6.266956625514327,0,0,25.947260692007916,0,1.1189452138401583,2
user_000072,21372,2009-05-04 00:00:00+00:00,1379,afternoon,30.357954545454547,1,704,466,0,0,1,3776,25.0,f,Armenia,0.9851654200219124,0.0,0.0,116.16444764092033,30,music,music,1,1,0,0,0,free,,0,1,1,7.5514240284387455,-0.9851654200219124,6.1463292576688975,0,0,29.554962600657372,0,1.1910992520131474,1
user_000074,57105,2009-06-18 00:00:00+00:00,2340,evening,62.34170305676856,1,916,421,3,0,2,16902,35.0,m,Turkey,1.0,0.0,0.6,140.0,30,music,music,1,1,1,0,0,free,,1,1,1,20.682081582814213,-1.0,6.045005314036012,0,0,30.0,1,1.2,2
user_000075,30618,2009-04-29 00:00:00+00:00,819,evening,44.18181818181818,1,693,471,3,0,1,9492,20.0,f,Romania,1.0,0.0,0.6,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,13.10477657935285,-1.0,6.156978985585555,0,0,30.0,1,1.2,2
user_000077,449,2009-04-28 00:00:00+00:00,152,evening,40.81818181818182,1,11,472,3,0,1,11547,,,,1.0,0.0,0.6,139.8,30,music,music,1,1,0,0,0,free,,1,1,1,12.064232173745918,-1.0,6.159095388491933,0,0,30.0,1,1.2,2
user_000080,2124,2008-05-31 00:00:00+00:00,186,evening,66.375,1,32,804,3,0,1,10061,,,,1.0,0.0,0.6,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,11.543478260869565,-1.0,6.690842277418564,0,0,30.0,1,1.2,2
user_000087,20612,2009-05-04 00:00:00+00:00,534,evening,46.52821670428894,1,443,466,0,0,1,1307,18.0,f,Poland,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,13.94850179571831,-1.0,6.1463292576688975,0,0,30.0,0,1.2,2
user_000088,297,2009-06-17 00:00:00+00:00,129,afternoon,7.815789473684211,1,38,422,3,0,2,19303,25.0,m,Turkey,0.939638455243873,0.0,0.6,64.65955196234793,30,music,music,1,1,1,0,0,free,,0,1,1,1.1947173654857122,-0.939638455243873,6.0473721790462776,0,0,28.18915365731619,1,1.1637830731463237,1
user_000089,12,2009-04-30 00:00:00+00:00,8,afternoon,6.0,1,2,470,0,0,1,5899,27.0,f,United States,0.8635489196441596,0.01645108035584042,0.0,57.4690546250547,30,music,music,1,1,0,0,0,free,,0,1,1,0.7320898678350918,-0.8470978392883192,6.256112159099876,0,0,25.906467589324787,0,1.1181293517864959,1
user_000090,12558,2009-04-29 00:00:00+00:00,265,evening,28.093959731543624,1,447,471,0,0,1,5811,20.0,m,Sweden,0.9952861597472212,0.0,0.0,111.60873011877926,30,music,music,1,1,0,0,0,free,,1,1,1,6.643074511961239,-0.9952861597472212,6.156978985585555,0,0,29.858584792416636,0,1.1971716958483327,2
user_000092,7054,2009-06-18 00:00:00+00:00,810,afternoon,17.858227848101265,1,395,421,0,0,1,1414,30.0,m,Turkey,0.8561680316428611,0.023831968357138855,0.0,83.24715859482296,30,music,music,1,1,0,0,0,free,,0,1,1,3.522859540031683,-0.8323360632857223,6.189069689398854,0,0,25.685040949285835,0,1.1137008189857165,1
user_000093,13824,2009-04-30 00:00:00+00:00,652,evening,89.18709677419355,1,155,470,0,0,1,4806,20.0,m,United Kingdom,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,26.509965070885556,-1.0,6.154858094016418,0,0,30.0,0,1.2,2
user_000095,46319,2009-04-29 00:00:00+00:00,1822,evening,76.81426202321725,1,603,471,0,0,1,4420,4.0,f,,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,22.783891278072915,-1.0,6.156978985585555,0,0,30.0,0,1.2,2
user_000096,14189,2009-04-03 00:00:00+00:00,1499,morning,34.86240786240786,1,407,497,3,1,4,25682,25.0,f,Finland,1.0,0.0,0.6,126.69729729729731,30,music,music,1,1,1,1,0,free,,0,1,1,8.869423400488202,-1.0,6.210600077024653,0,0,30.0,1,1.2,0
user_000097,1593,2009-04-30 00:00:00+00:00,640,afternoon,41.921052631578945,1,38,470,3,1,4,29040,,m,United Kingdom,1.0,0.0,0.6,140.0,30,music,music,1,1,1,1,0,free,,0,1,1,12.460610124036204,-1.0,6.154858094016418,0,0,30.0,1,1.2,1
user_000098,300,2009-05-03 00:00:00+00:00,102,morning,50.0,1,6,467,0,0,1,4257,,f,New Zealand,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,0,1,1,14.957264957264957,-1.0,6.148468295917647,0,0,30.0,0,1.2,0
user_000102,6702,2009-05-04 00:00:00+00:00,1098,evening,38.96511627906977,1,172,466,3,1,3,20630,,m,United States,1.0,0.0,0.6,135.7232558139535,30,music,music,1,1,1,0,0,free,,1,1,1,11.324352129688714,-1.0,6.1463292576688975,0,0,30.0,1,1.2,2
user_000103,8021,2009-04-28 00:00:00+00:00,429,evening,30.154135338345863,1,266,472,3,1,4,28460,34.0,m,United Kingdom,1.0,0.0,0.6,116.3390977443609,30,music,music,1,1,1,1,0,free,,1,1,1,7.416712259037012,-1.0,6.159095388491933,0,0,30.0,1,1.2,2
user_000105,14331,2009-04-29 00:00:00+00:00,462,evening,21.779635258358663,1,658,471,3,0,1,8258,23.0,m,Turkey,0.9767260452097415,0.0,0.6,96.9376914671982,30,music,music,1,1,0,0,0,free,,1,1,1,4.473024497760346,-0.9767260452097415,6.156978985585555,0,0,29.301781356292246,1,1.1860356271258448,2
user_000106,1700,2009-05-03 00:00:00+00:00,177,night,30.357142857142858,1,56,467,3,0,1,6856,31.0,f,New Zealand,1.0,0.0,0.6,116.78571428571429,30,music,music,1,1,0,0,0,free,,1,1,1,7.57538592360021,-1.0,6.148468295917647,0,0,30.0,1,1.2,3
user_000107,25664,2009-05-01 00:00:00+00:00,984,afternoon,122.79425837320574,1,209,469,3,1,3,18775,15.0,m,Poland,1.0,0.0,0.6,140.0,30,music,music,1,1,1,0,0,free,,0,1,1,36.57701313244426,-1.0,6.152732694704104,0,0,30.0,1,1.2,1
user_000109,917,2006-10-22 00:00:00+00:00,177,night,53.94117647058823,1,17,1391,0,0,1,568,18.0,m,Canada,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,5.425118323191345,-1.0,7.238496840894365,0,0,30.0,0,1.2,3
user_000110,11404,2009-05-04 00:00:00+00:00,1514,afternoon,19.696027633851468,1,579,466,3,0,2,13155,22.0,m,Poland,0.989830992205101,0.0,0.6,92.90416246708747,30,music,music,1,1,1,0,0,free,,0,1,1,3.918293257498033,-0.989830992205101,6.1463292576688975,0,0,29.694929766153027,1,1.1938985953230605,1
user_000113,21896,2009-04-24 00:00:00+00:00,528,afternoon,27.404255319148938,1,799,476,3,0,2,13599,22.0,f,Italy,1.0,0.0,0.6,110.28936170212766,30,music,music,1,1,1,0,0,free,,0,1,1,6.336263788408958,-1.0,6.1675164908883415,0,0,30.0,1,1.2,1
user_000117,18707,2009-05-02 00:00:00+00:00,456,afternoon,34.83612662942272,1,537,468,3,1,3,21091,21.0,m,United Kingdom,1.0,0.0,0.6,126.63947858473,30,music,music,1,1,1,0,0,free,,0,1,1,9.406458235099619,-1.0,6.150602768446279,0,0,30.0,1,1.2,1
user_000118,1600,2009-04-30 00:00:00+00:00,253,evening,21.91780821917808,1,73,470,0,0,1,154,19.0,f,United States,0.758895230745627,0.12110476925437297,0.0,88.09277777350812,30,music,music,1,1,0,0,0,free,,1,1,1,4.099364349754617,-0.6377904614912541,6.9002407632856855,0,0,22.76685692236881,0,1.0553371384473762,2
user_000121,28695,2009-04-28 00:00:00+00:00,632,afternoon,53.735955056179776,1,534,472,0,0,1,948,,f,United Kingdom,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,0,1,1,15.90493384326674,-1.0,6.159095388491933,0,0,30.0,0,1.2,1
user_000122,851,2006-05-29 00:00:00+00:00,250,night,30.392857142857142,1,28,1537,3,0,1,12126,22.0,f,United States,1.0,0.0,0.6,116.86428571428571,30,music,music,1,1,0,0,0,free,,1,1,1,2.309388518086038,-1.0,7.338238150065589,0,0,30.0,1,1.2,3
user_000123,7099,2009-05-02 00:00:00+00:00,564,morning,33.01860465116279,1,215,468,0,0,1,4726,26.0,m,United States,1.0,0.0,0.0,122.64093023255815,30,music,music,1,1,0,0,0,free,,0,1,1,8.63418419914643,-1.0,6.150602768446279,0,0,30.0,0,1.2,0
user_000125,18610,2009-06-18 00:00:00+00:00,395,night,38.69022869022869,1,481,421,0,0,1,2229,20.0,f,Canada,1.0,0.0,0.0,135.11850311850313,30,music,music,1,1,0,0,0,free,,1,1,1,12.388070582787359,-1.0,6.045005314036012,0,0,30.0,0,1.2,3
user_000129,1957,2006-12-22 00:00:00+00:00,105,night,44.47727272727273,1,44,1330,0,0,1,234,,,,0.917140839641565,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,4.678300662523052,-0.917140839641565,7.193685818395112,0,0,27.51422518924695,0,1.150284503784939,3
user_000131,36712,2009-05-02 00:00:00+00:00,2303,night,57.3625,1,640,468,0,0,1,2408,21.0,f,United States Minor Outlying Islands,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,17.12313432835821,-1.0,6.150602768446279,0,0,30.0,0,1.2,3
user_000132,36151,2009-05-22 00:00:00+00:00,1200,evening,33.944600938967135,1,1065,448,0,0,1,2461,28.0,m,Norway,0.9831477175047448,0.0,0.0,123.97032620092699,30,music,music,1,1,0,0,0,free,,1,1,1,9.372212140677167,-0.9831477175047448,6.1070228877422545,0,0,29.494431525142346,0,1.1898886305028469,2
user_000134,34689,2008-08-27 00:00:00+00:00,765,evening,45.05064935064935,1,770,716,0,0,1,2935,30.0,m,Chile,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,8.796500570559148,-1.0,6.57507584059962,0,0,30.0,0,1.2,2
user_000135,39794,2009-05-04 00:00:00+00:00,3919,morning,59.217261904761905,1,672,466,0,0,1,3712,,m,Czech Republic,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,0,1,1,17.752498215560312,-1.0,6.1463292576688975,0,0,30.0,0,1.2,0
user_000137,22267,2009-06-16 00:00:00+00:00,351,night,67.88719512195122,1,328,423,0,0,1,4240,19.0,m,Chile,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,22.415583294983893,-1.0,6.049733455231958,0,0,30.0,0,1.2,3
user_000139,7159,2009-06-13 00:00:00+00:00,593,evening,14.120315581854044,1,507,426,0,0,1,381,,m,Antarctica,0.7617200269644859,0.11827997303551407,0.0,71.05693541258731,30,music,music,1,1,0,0,0,free,,1,1,1,2.3497572653516463,-0.6434400539289719,6.77318026299524,0,0,22.851600808934577,0,1.0570320161786915,2
user_000140,328,2008-09-10 00:00:00+00:00,132,afternoon,54.666666666666664,1,6,702,0,0,1,368,33.0,m,United Kingdom,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,0,1,1,10.886676149834043,-1.0,6.555356891810665,0,0,30.0,0,1.2,1
user_000141,52066,2009-04-30 00:00:00+00:00,451,night,79.8558282208589,1,652,470,0,0,1,4294,21.0,f,Trinidad and Tobago,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,23.736339598556782,-1.0,6.154858094016418,0,0,30.0,0,1.2,3
user_000142,36790,2009-05-22 00:00:00+00:00,804,evening,30.632805995004162,1,1201,448,0,0,1,1271,,,Norway,0.9269558518845287,0.0,0.0,114.32431896815936,30,music,music,1,1,0,0,0,free,,1,1,1,7.799720898580401,-0.9269558518845287,6.1070228877422545,0,0,27.80867555653586,0,1.1561735111307172,2
user_000143,312,2009-05-01 00:00:00+00:00,208,night,14.857142857142858,1,21,469,3,1,3,22906,21.0,m,Mexico,0.9912987372257288,0.0,0.6,82.3202612491949,30,music,music,1,1,1,0,0,free,,1,1,1,2.60222102429066,-0.9912987372257288,6.152732694704104,0,0,29.738962116771866,1,1.1947792423354373,3
user_000144,6899,2009-05-01 00:00:00+00:00,52,evening,33.49029126213592,1,206,469,3,0,1,4042,19.0,f,Norway,1.0,0.0,0.6,123.67864077669903,30,music,music,1,1,0,0,0,free,,1,1,1,8.812837664929214,-1.0,6.152732694704104,0,0,30.0,1,1.2,2
user_000147,46060,2007-10-08 00:00:00+00:00,1973,evening,89.4368932038835,1,515,1040,0,0,1,6975,,m,United States,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,12.028016377083276,-1.0,6.947937068614969,0,0,30.0,0,1.2,2
user_000148,7023,2009-04-29 00:00:00+00:00,737,night,41.55621301775148,1,169,471,3,0,1,6344,25.0,f,United States,1.0,0.0,0.6,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,12.325995386621203,-1.0,6.156978985585555,0,0,30.0,1,1.2,3
user_000149,46917,2009-05-01 00:00:00+00:00,1029,afternoon,183.26953125,1,256,469,3,0,1,6731,26.0,m,United States,1.0,0.0,0.6,140.0,30,music,music,1,1,0,0,0,free,,0,1,1,54.59092420212766,-1.0,6.152732694704104,0,0,30.0,1,1.2,1
user_000151,11514,2009-04-30 00:00:00+00:00,487,evening,35.103658536585364,1,328,470,3,1,4,36427,23.0,m,Norway,1.0,0.0,0.6,127.22804878048781,30,music,music,1,1,1,1,0,free,,1,1,1,9.482314184004819,-1.0,6.154858094016418,0,0,30.0,1,1.2,2
user_000152,12900,2009-06-18 00:00:00+00:00,451,afternoon,34.959349593495936,1,369,421,0,0,1,7100,26.0,m,Finland,1.0,0.0,0.0,126.91056910569107,30,music,music,1,1,0,0,0,free,,0,1,1,10.513533062737864,-1.0,6.045005314036012,0,0,30.0,0,1.2,1
user_000154,17902,2009-04-15 00:00:00+00:00,583,evening,28.147798742138363,1,636,485,0,0,1,62,,f,Norway,0.7467592024043643,0.13324079759563567,0.0,101.2890437336877,30,music,music,1,1,0,0,0,free,,1,1,1,5.866386044854923,-0.6135184048087287,7.010463995041994,0,0,22.40277607213093,0,1.0480555214426186,2
user_000155,94242,2008-07-30 00:00:00+00:00,1080,night,152.99025974025975,1,616,744,0,0,1,3389,,m,Venezuela,1.0,0.0,0.0,140.0,30,music,music,1,1,0,0,0,free,,1,1,1,28.749847467968273,-1.0,6.61338421837956,0,0,30.0,0,1.2,3
